"age","workclass","education_num","marital_status","occupation","race","sex","capital_gain","capital_loss","hours_per_week","native_country","income"
33,"1",9,"0","0","4","1",0,1887,20,"0","1"
22,"1",8,"0","7","2","1",0,0,50,"0","0"
23,"1",10,"2","7","4","1",0,0,30,"0","0"
33,"1",13,"0","9","4","0",3103,0,43,"0","1"
31,"1",9,"0","9","4","0",0,0,30,"0","0"
37,"1",9,"2","7","4","1",0,0,35,"0","0"
53,"1",9,"1","0","4","1",0,1876,38,"0","0"
28,"3",10,"2","10","4","0",0,0,40,"0","0"
33,"1",13,"0","9","4","1",0,0,40,"0","1"
41,"1",9,"0","0","4","0",0,0,40,"0","0"
61,"2",13,"0","11","4","0",0,0,50,"0","0"
25,"1",10,"2","7","4","1",0,0,25,"0","0"
20,"1",10,"2","9","4","0",0,0,56,"0","0"
35,"1",9,"1","3","4","1",0,0,40,"0","1"
64,"3",11,"0","3","4","0",0,0,40,"0","1"
28,"1",9,"0","5","4","0",0,0,38,"0","0"
39,"2",10,"2","9","4","0",0,1564,12,"0","1"
38,"0",10,"1","5","2","1",0,0,40,"0","0"
25,"3",13,"2","9","4","0",0,0,35,"3","0"
19,"1",10,"2","7","4","1",0,0,30,"0","0"
20,"1",12,"2","0","4","1",0,0,30,"0","0"
27,"1",13,"2","6","1","0",0,0,40,"0","0"
55,"3",9,"0","9","4","1",0,2246,40,"0","1"
52,"3",14,"0","9","2","1",0,1848,40,"0","1"
47,"1",9,"1","3","4","1",0,1974,40,"0","0"
24,"1",9,"0","5","4","0",4386,0,40,"0","1"
26,"1",13,"2","11","4","1",0,0,40,"0","0"
27,"1",9,"0","6","4","0",0,0,45,"0","0"
57,"1",5,"0","6","4","0",0,0,40,"0","0"
18,"3",14,"2","9","4","1",0,0,60,"0","0"
30,"1",13,"2","9","4","0",0,0,45,"0","0"
34,"2",13,"1","9","4","1",0,0,50,"0","0"
40,"1",10,"0","0","4","0",5178,0,60,"0","1"
60,"1",9,"1","7","2","1",0,0,38,"0","0"
25,"1",8,"0","2","4","0",0,0,40,"0","1"
39,"1",13,"0","11","4","0",0,0,55,"0","0"
48,"1",9,"0","0","4","1",0,0,40,"0","1"
27,"2",10,"0","3","4","0",0,0,30,"0","0"
33,"2",9,"1","2","4","0",0,0,65,"0","1"
65,"2",9,"0","3","4","0",0,0,40,"0","0"
52,"1",9,"0","2","4","0",0,1977,40,"0","1"
32,"1",10,"2","2","4","0",0,0,40,"0","0"
45,"2",10,"1","11","4","0",0,0,50,"0","0"
18,"1",7,"2","9","4","0",0,0,16,"0","0"
57,"2",10,"0","3","4","1",0,0,60,"0","0"
44,"1",10,"1","11","4","0",0,0,55,"0","1"
30,"1",14,"0","9","4","0",0,0,44,"0","1"
26,"1",10,"1","0","4","1",0,0,40,"0","0"
28,"0",10,"0","0","4","0",0,0,40,"0","1"
49,"2",9,"0","2","4","0",0,0,50,"0","0"
33,"1",14,"0","9","4","0",15024,0,40,"0","1"
50,"1",12,"0","6","4","0",0,0,50,"0","1"
53,"2",4,"0","12","4","0",0,0,99,"0","0"
22,"1",10,"2","0","4","0",0,0,10,"0","0"
45,"3",13,"1","10","4","0",0,0,40,"0","1"
26,"1",10,"2","9","4","0",0,0,60,"0","0"
50,"1",4,"1","9","4","1",0,0,20,"0","0"
47,"2",9,"0","2","4","0",0,0,40,"0","1"
52,"0",13,"0","9","4","0",0,0,40,"0","1"
57,"1",9,"1","0","4","1",0,0,36,"0","0"
58,"1",9,"1","0","4","1",2174,0,40,"0","0"
50,"3",14,"1","9","0","1",0,0,50,"0","1"
33,"0",10,"2","0","1","1",0,0,40,"0","0"
34,"2",7,"0","2","4","0",0,0,40,"0","0"
37,"3",14,"0","10","4","0",7688,0,50,"0","1"
57,"1",12,"1","0","2","1",0,0,40,"0","0"
57,"2",9,"0","11","4","0",0,0,48,"0","0"
21,"1",12,"2","0","4","1",0,0,8,"0","0"
40,"1",10,"1","11","4","0",0,0,40,"0","0"
54,"1",9,"0","0","4","0",0,0,20,"0","0"
38,"1",10,"0","3","4","0",0,0,40,"0","1"
32,"1",10,"0","3","4","0",15024,0,60,"0","1"
27,"1",9,"2","0","4","1",0,0,42,"0","0"
42,"1",3,"0","7","4","0",0,0,40,"0","0"
36,"1",9,"2","0","4","1",0,0,47,"0","0"
22,"1",9,"0","11","2","0",0,0,40,"0","0"
40,"3",5,"1","6","2","0",0,0,40,"0","0"
26,"1",9,"0","6","4","0",0,0,45,"0","0"
46,"3",9,"2","13","2","0",0,0,40,"0","0"
28,"1",7,"0","2","4","0",0,0,60,"0","1"
46,"3",13,"2","3","4","0",0,0,45,"0","0"
55,"1",9,"1","5","4","1",0,0,40,"0","0"
76,"1",10,"1","0","4","1",0,0,20,"0","0"
27,"1",13,"2","9","4","0",0,0,60,"0","0"
75,"1",9,"0","2","4","0",0,0,20,"0","0"
36,"3",14,"2","9","2","1",0,0,40,"0","0"
51,"1",9,"0","10","4","0",0,0,40,"0","0"
43,"1",15,"0","9","4","0",15024,0,55,"0","1"
44,"1",13,"0","13","4","0",0,0,40,"0","0"
20,"1",10,"2","9","2","1",0,0,20,"0","0"
60,"1",3,"0","2","4","0",0,0,45,"3","0"
47,"3",13,"0","9","4","0",0,0,45,"0","1"
73,"1",7,"0","6","4","0",0,0,15,"0","0"
27,"1",9,"0","5","2","0",0,0,40,"0","0"
50,"1",9,"0","2","4","0",15024,0,50,"0","1"
35,"1",4,"0","2","4","0",0,0,40,"0","0"
31,"1",9,"2","6","2","0",0,0,50,"0","0"
45,"1",13,"0","2","4","0",0,0,40,"3","1"
57,"1",9,"0","2","1","0",0,0,40,"4","1"
34,"1",9,"0","2","4","0",0,0,40,"0","0"
25,"1",9,"2","5","2","0",0,0,40,"0","0"
39,"1",13,"0","9","4","1",0,0,50,"3","1"
28,"1",9,"0","2","4","0",0,0,40,"3","1"
48,"3",14,"1","9","4","1",0,0,40,"0","0"
53,"1",3,"0","8","2","1",0,0,10,"0","0"
19,"1",9,"2","5","4","0",0,0,40,"0","0"
41,"1",9,"0","0","4","1",0,0,60,"0","0"
23,"1",12,"2","11","2","1",0,0,36,"0","0"
35,"1",10,"1","6","0","0",0,0,40,"0","0"
21,"1",11,"2","4","4","1",0,1602,30,"0","0"
34,"1",9,"0","2","2","0",0,0,40,"0","0"
29,"3",13,"0","9","4","1",0,0,25,"0","1"
28,"1",9,"0","6","1","0",0,0,40,"1","0"
46,"3",9,"2","2","4","0",0,0,40,"0","0"
29,"1",10,"1","0","2","1",0,0,40,"0","0"
35,"1",13,"0","2","4","0",0,0,50,"0","1"
29,"1",9,"2","5","2","0",0,0,40,"0","0"
41,"3",16,"0","9","4","0",0,0,50,"0","1"
40,"2",9,"0","2","4","0",0,0,32,"0","0"
72,"1",7,"1","7","2","1",0,0,35,"0","0"
17,"1",7,"2","5","4","0",0,0,40,"0","0"
46,"2",9,"0","10","4","0",0,0,70,"0","0"
38,"1",13,"2","7","4","0",0,0,48,"0","0"
36,"1",13,"2","9","4","1",0,0,45,"0","0"
24,"2",12,"2","2","4","0",0,0,40,"0","0"
28,"1",9,"1","7","4","1",0,0,35,"0","0"
60,"1",9,"0","9","4","0",0,1485,70,"0","1"
42,"3",10,"0","10","3","0",0,0,40,"0","1"
48,"1",13,"0","3","4","0",0,0,40,"0","1"
37,"2",9,"0","2","4","0",0,0,40,"0","0"
32,"1",16,"2","9","4","0",0,0,40,"0","1"
55,"1",10,"0","2","2","0",7688,0,40,"0","1"
68,"1",4,"1","6","4","1",0,0,10,"0","0"
45,"1",9,"1","7","4","1",0,0,30,"0","0"
26,"1",9,"1","5","4","1",0,0,40,"0","0"
22,"1",10,"2","3","4","1",0,0,40,"0","0"
22,"1",10,"2","2","4","0",0,0,40,"0","0"
36,"1",10,"0","3","4","0",7298,0,40,"0","1"
52,"1",4,"2","6","2","1",0,0,40,"0","0"
68,"1",15,"1","9","4","1",0,0,16,"0","0"
26,"3",13,"0","9","2","1",0,0,40,"0","1"
52,"1",13,"1","3","4","0",0,0,40,"0","0"
53,"1",14,"0","9","4","0",7298,0,40,"0","1"
17,"1",7,"2","11","4","1",0,0,8,"0","0"
29,"1",13,"0","9","4","0",0,0,75,"0","0"
41,"1",10,"0","11","4","0",0,0,50,"0","1"
45,"1",10,"1","12","2","1",0,0,40,"0","0"
57,"1",10,"1","3","4","1",0,0,50,"0","1"
30,"0",13,"0","0","4","0",0,0,30,"1","0"
46,"1",9,"0","11","4","0",0,0,45,"0","1"
45,"1",12,"0","5","4","0",0,0,40,"0","0"
59,"1",10,"0","9","4","0",0,0,40,"0","1"
40,"1",12,"0","11","4","0",0,0,52,"0","0"
38,"3",9,"1","7","4","1",2036,0,20,"0","0"
59,"2",4,"0","11","4","0",0,0,85,"0","0"
36,"1",10,"2","2","4","0",0,0,40,"0","0"
40,"1",4,"2","4","4","0",0,0,40,"0","0"
18,"1",6,"2","11","2","1",0,0,40,"0","0"
63,"1",9,"1","11","4","1",0,0,40,"0","0"
29,"1",14,"2","9","4","1",0,0,80,"0","0"
27,"1",13,"0","3","2","1",0,0,45,"0","1"
47,"3",16,"1","9","4","0",0,0,50,"3","1"
20,"3",9,"2","0","4","0",0,0,40,"0","0"
48,"1",12,"0","2","4","0",0,0,45,"0","0"
29,"1",9,"0","0","4","0",0,0,30,"0","0"
42,"1",12,"1","12","4","1",0,0,24,"0","0"
36,"1",11,"1","2","4","0",0,0,40,"0","0"
60,"1",6,"1","7","2","1",0,0,40,"0","0"
41,"0",9,"1","3","2","1",0,0,40,"0","0"
43,"1",9,"0","11","4","0",0,0,40,"0","1"
33,"1",13,"0","9","4","0",0,0,38,"0","1"
34,"1",4,"0","7","4","1",0,0,40,"0","0"
32,"1",9,"2","13","4","1",0,0,35,"0","0"
52,"1",5,"1","7","4","1",0,0,25,"0","0"
27,"1",12,"2","11","4","0",0,0,40,"0","0"
60,"3",14,"0","9","4","0",0,0,40,"0","1"
41,"2",13,"0","0","4","1",7688,0,40,"0","1"
34,"2",13,"2","11","4","0",0,0,62,"0","0"
30,"1",9,"0","3","4","0",0,0,40,"0","1"
35,"1",10,"1","7","4","1",0,0,25,"0","0"
39,"0",13,"1","3","2","1",0,0,40,"0","0"
64,"1",10,"1","0","4","1",0,0,40,"0","0"
17,"2",7,"2","4","4","0",0,0,20,"0","0"
29,"3",14,"2","3","4","0",0,0,40,"0","0"
37,"3",11,"0","10","4","0",0,0,40,"0","1"
43,"2",9,"0","13","4","0",0,0,45,"0","0"
30,"2",9,"0","9","4","0",0,0,25,"0","0"
29,"1",9,"2","2","4","0",0,0,40,"0","0"
24,"1",10,"2","0","4","0",0,0,40,"1","0"
27,"2",13,"2","11","4","0",0,0,50,"0","0"
69,"2",13,"1","3","4","0",0,0,40,"0","0"
30,"1",9,"0","0","4","0",0,0,40,"0","0"
29,"1",9,"0","6","4","0",0,0,40,"0","0"
61,"1",4,"0","13","2","0",0,1651,40,"0","0"
70,"1",4,"1","7","2","1",0,0,38,"0","0"
32,"1",13,"0","12","4","0",0,1902,40,"0","1"
21,"1",9,"2","9","4","0",0,0,40,"0","0"
27,"2",9,"2","2","4","0",9562,0,50,"0","1"
27,"1",13,"2","7","4","1",0,0,40,"0","0"
44,"3",14,"0","9","2","0",0,0,60,"0","1"
36,"1",10,"2","0","4","1",0,0,40,"0","0"
45,"1",14,"0","3","4","0",7298,0,50,"0","1"
29,"1",13,"2","9","4","1",0,0,60,"3","0"
34,"0",13,"0","10","4","0",7298,0,54,"0","1"
28,"3",13,"2","9","4","0",0,0,50,"0","0"
34,"1",3,"2","5","4","0",0,0,40,"0","0"
39,"1",10,"1","4","4","1",0,0,45,"0","0"
34,"1",10,"2","5","4","0",0,0,40,"0","0"
35,"3",14,"1","0","4","1",0,0,41,"0","0"
41,"1",13,"0","11","4","0",0,0,70,"0","0"
50,"3",16,"0","9","4","0",0,1902,45,"0","1"
68,"1",10,"1","3","4","0",0,0,30,"0","0"
35,"1",7,"2","6","4","0",0,0,50,"0","0"
47,"1",11,"0","5","4","0",0,0,40,"0","0"
43,"3",14,"1","9","4","1",0,0,40,"0","0"
35,"1",9,"0","4","4","0",0,0,40,"0","0"
34,"1",10,"2","3","4","1",0,0,17,"0","0"
50,"1",10,"1","11","4","1",0,0,40,"0","0"
22,"1",9,"2","2","4","1",0,0,40,"0","0"
20,"1",9,"2","4","1","0",0,0,40,"0","0"
18,"1",9,"2","9","4","1",0,0,40,"0","0"
52,"2",9,"0","2","1","0",0,0,40,"0","0"
71,"3",9,"0","10","4","0",0,0,28,"0","0"
36,"1",10,"1","9","4","1",0,0,40,"0","0"
39,"3",8,"0","13","4","0",0,1848,40,"0","1"
27,"1",13,"2","7","1","0",0,0,40,"1","0"
22,"1",9,"0","11","4","0",0,1719,40,"0","0"
57,"1",11,"2","2","4","0",0,0,40,"0","1"
34,"1",10,"2","2","2","0",0,0,28,"0","0"
31,"1",14,"2","9","4","1",0,0,60,"0","0"
41,"2",9,"2","7","2","0",0,0,60,"0","0"
30,"1",10,"1","9","4","1",6849,0,40,"3","0"
17,"1",7,"2","0","4","1",0,0,32,"0","0"
26,"2",9,"1","11","4","1",0,0,20,"0","0"
32,"1",2,"2","4","3","0",0,0,50,"0","0"
55,"1",6,"0","3","4","0",0,0,45,"0","0"
19,"1",8,"0","7","3","1",0,0,20,"0","0"
28,"1",14,"1","9","4","1",0,0,50,"0","0"
55,"1",9,"0","9","4","1",2885,0,40,"0","0"
49,"1",15,"0","9","4","0",0,0,60,"0","1"
59,"0",9,"0","2","4","0",0,1887,40,"0","1"
28,"1",13,"0","9","1","1",0,0,10,"1","0"
31,"2",13,"0","11","4","0",0,0,48,"0","0"
50,"2",13,"2","2","4","0",4416,0,45,"0","0"
54,"1",9,"0","6","4","0",0,0,45,"0","1"
28,"1",9,"0","13","4","0",0,0,50,"0","0"
46,"1",14,"0","3","4","0",0,0,40,"0","1"
28,"2",13,"0","3","4","0",0,0,60,"0","1"
23,"1",9,"2","0","2","0",0,2001,40,"0","0"
41,"2",10,"0","4","4","0",7688,0,50,"0","1"
90,"1",10,"2","9","1","0",0,0,10,"4","0"
35,"2",14,"0","3","4","0",7688,0,55,"0","1"
20,"1",9,"0","5","3","0",0,0,40,"0","0"
42,"1",14,"1","9","4","1",2354,0,16,"0","0"
56,"1",4,"0","6","4","1",5013,0,45,"0","0"
31,"1",13,"2","11","4","0",0,0,45,"0","0"
23,"1",9,"2","12","4","0",0,0,50,"0","0"
60,"1",9,"2","5","4","0",0,0,40,"0","0"
32,"1",10,"0","13","4","0",0,0,60,"0","1"
36,"1",14,"2","3","4","1",14084,0,40,"0","1"
44,"2",13,"0","3","4","0",0,0,60,"0","0"
34,"1",10,"0","2","4","0",0,0,48,"0","1"
27,"1",9,"2","11","1","0",0,0,40,"0","0"
49,"1",9,"1","3","4","0",0,0,50,"0","0"
48,"1",9,"1","7","2","1",0,0,40,"0","0"
47,"1",9,"0","2","4","0",0,0,50,"0","1"
34,"1",13,"0","3","4","0",0,0,65,"0","1"
31,"3",13,"0","6","4","0",4064,0,40,"0","0"
24,"1",9,"1","5","4","0",0,0,30,"0","0"
25,"1",10,"0","6","4","0",0,0,40,"0","0"
36,"1",11,"1","11","4","1",0,0,40,"0","0"
38,"0",9,"0","0","4","0",0,0,45,"0","0"
57,"1",3,"0","13","4","0",0,0,40,"0","0"
24,"1",10,"0","4","4","0",0,0,50,"0","1"
41,"3",9,"0","12","4","0",0,0,40,"0","0"
56,"3",11,"0","2","2","0",0,0,60,"0","1"
19,"1",9,"2","0","4","1",0,0,40,"0","0"
44,"1",9,"2","7","2","0",0,0,32,"0","0"
34,"1",11,"2","2","4","1",0,0,40,"0","0"
27,"3",9,"0","12","4","0",0,0,40,"0","0"
22,"1",9,"2","9","4","0",0,0,40,"0","0"
59,"1",10,"0","2","4","0",0,1887,55,"0","1"
34,"1",7,"0","13","4","0",0,0,50,"0","0"
30,"1",9,"0","13","4","0",0,0,65,"0","1"
21,"1",10,"2","0","4","1",0,0,38,"0","0"
24,"1",10,"2","5","4","0",0,0,40,"3","0"
19,"1",10,"2","9","4","1",0,0,15,"0","0"
82,"1",10,"1","9","0","0",0,0,3,"0","0"
35,"1",13,"0","11","4","0",0,0,50,"0","1"
45,"1",10,"1","0","4","1",0,0,45,"0","0"
28,"2",13,"0","2","4","0",0,0,55,"0","0"
28,"2",13,"0","11","4","1",0,0,5,"0","0"
29,"1",9,"2","0","4","1",0,0,44,"0","0"
60,"1",10,"0","2","4","0",0,0,40,"2","0"
28,"1",11,"2","11","4","1",0,0,40,"0","0"
38,"0",10,"1","3","2","1",0,0,40,"0","0"
31,"1",9,"0","2","4","0",0,0,50,"0","1"
28,"1",10,"0","7","4","0",0,0,35,"0","1"
42,"1",10,"0","7","4","1",0,0,23,"0","0"
40,"3",5,"0","7","4","1",0,0,40,"3","1"
24,"1",10,"2","7","4","0",0,0,40,"0","0"
37,"2",10,"0","3","4","0",0,0,60,"0","1"
39,"1",13,"2","3","4","0",0,0,40,"0","0"
22,"1",5,"0","7","4","0",0,0,35,"0","0"
46,"1",10,"0","6","4","0",0,1628,40,"0","0"
28,"1",13,"0","9","4","0",0,0,43,"0","0"
42,"1",10,"1","11","4","1",0,0,43,"0","0"
60,"1",15,"0","9","4","0",3781,0,16,"0","0"
33,"1",10,"2","2","2","0",8614,0,40,"0","1"
22,"1",9,"0","13","4","0",0,0,80,"0","0"
39,"1",11,"0","2","4","0",0,0,40,"0","0"
33,"1",13,"0","3","2","0",5178,0,40,"0","1"
37,"2",7,"0","13","4","0",0,0,45,"0","0"
63,"2",4,"0","4","4","0",0,0,60,"0","1"
46,"3",10,"0","3","4","0",7688,0,38,"0","1"
48,"1",9,"1","6","2","1",0,0,40,"0","0"
65,"1",10,"1","9","4","1",1848,0,20,"3","0"
39,"1",9,"2","0","4","1",0,0,40,"0","1"
43,"1",13,"1","3","2","1",0,0,40,"0","1"
28,"1",6,"0","2","4","0",0,0,40,"0","0"
50,"2",9,"1","3","4","1",99999,0,35,"0","1"
24,"3",13,"2","9","4","0",0,0,20,"0","0"
48,"1",9,"1","13","4","0",0,0,40,"0","0"
35,"1",10,"2","7","4","0",0,0,40,"0","0"
62,"1",9,"0","13","4","0",0,0,40,"0","0"
42,"2",10,"2","3","4","0",0,0,40,"0","0"
60,"1",9,"0","3","4","0",99999,0,40,"0","1"
50,"1",9,"0","3","4","0",0,0,50,"0","1"
40,"1",15,"2","3","4","1",0,0,40,"0","0"
39,"3",9,"0","2","4","0",0,0,40,"0","0"
43,"1",13,"0","9","4","0",0,0,40,"0","0"
43,"3",9,"1","10","4","1",0,0,40,"0","0"
35,"1",9,"0","2","4","0",0,0,38,"0","0"
39,"1",13,"0","3","4","0",0,0,45,"0","1"
30,"3",13,"0","10","4","0",0,0,40,"0","1"
32,"1",10,"0","11","2","0",0,0,65,"0","0"
18,"1",10,"2","0","4","0",0,0,40,"0","0"
37,"1",12,"2","11","2","1",0,0,40,"0","0"
51,"1",9,"0","2","4","0",0,0,42,"0","0"
35,"1",10,"1","9","0","1",0,0,36,"0","0"
33,"1",13,"0","11","4","0",0,0,45,"0","0"
46,"1",13,"0","2","4","0",0,0,44,"0","1"
34,"1",11,"0","2","4","0",0,0,48,"0","0"
47,"2",10,"1","7","4","1",0,0,35,"0","0"
34,"1",13,"0","9","1","0",0,0,40,"0","1"
45,"1",9,"0","0","4","1",0,0,30,"0","0"
53,"1",9,"1","2","4","0",0,0,35,"0","0"
52,"2",14,"0","3","1","0",0,0,40,"1","0"
64,"1",4,"0","4","4","0",0,0,40,"0","1"
42,"1",14,"2","3","4","0",0,0,45,"0","1"
44,"1",10,"0","12","4","0",0,0,44,"0","1"
41,"1",9,"0","11","4","0",7298,0,50,"0","1"
53,"3",14,"0","3","4","0",0,0,43,"0","1"
25,"1",9,"2","2","4","0",0,0,35,"0","0"
20,"1",7,"1","7","4","1",0,0,40,"0","0"
29,"1",11,"2","8","4","1",0,0,40,"0","0"
45,"1",16,"0","9","4","1",0,1977,30,"0","1"
56,"1",9,"0","11","4","1",0,0,35,"0","0"
38,"2",10,"0","3","4","0",7298,0,40,"0","1"
62,"1",9,"0","11","1","0",0,0,40,"1","0"
28,"2",13,"2","9","4","0",0,0,60,"0","0"
31,"1",9,"0","11","4","0",3908,0,40,"0","0"
65,"1",13,"0","0","4","0",0,0,34,"0","0"
40,"1",9,"1","5","2","0",0,0,30,"0","0"
35,"1",9,"1","13","4","0",0,1741,60,"0","0"
42,"0",14,"0","9","1","0",0,1902,40,"4","1"
20,"1",9,"2","11","4","1",0,0,30,"0","0"
30,"3",10,"1","0","4","1",0,0,40,"0","0"
25,"1",13,"2","3","4","0",0,0,45,"0","0"
65,"1",9,"1","9","4","1",0,2206,10,"0","0"
31,"1",10,"0","9","4","1",3908,0,40,"0","0"
56,"1",10,"0","3","2","0",0,0,50,"0","1"
51,"1",9,"1","7","2","0",0,0,32,"0","0"
36,"2",6,"0","4","4","0",0,0,60,"0","0"
44,"3",10,"1","0","2","1",0,1590,40,"0","0"
49,"1",14,"1","3","4","0",0,1755,45,"0","1"
57,"1",13,"0","9","4","0",7298,0,40,"0","1"
33,"2",10,"2","11","4","0",0,0,65,"0","0"
49,"1",13,"0","0","4","0",5178,0,40,"0","1"
74,"3",16,"2","9","4","1",0,3683,20,"0","1"
48,"1",13,"0","3","4","0",5013,0,45,"0","0"
38,"1",13,"0","3","4","0",15024,0,40,"0","1"
39,"1",9,"2","6","4","1",0,0,40,"0","0"
46,"1",13,"0","3","4","0",7298,0,65,"0","1"
56,"1",13,"0","9","4","0",0,0,40,"0","1"
17,"1",7,"2","8","4","1",0,0,40,"0","0"
28,"1",5,"1","9","2","1",0,0,40,"0","0"
42,"1",14,"1","0","4","1",0,0,25,"0","0"
39,"1",10,"1","0","2","1",0,0,40,"0","0"
29,"2",9,"0","4","4","0",3464,0,40,"0","0"
21,"1",10,"2","9","4","0",0,0,10,"0","0"
36,"1",10,"2","0","1","1",0,0,40,"0","0"
56,"1",6,"1","6","2","1",0,0,40,"0","0"
47,"2",10,"0","11","4","0",0,0,80,"0","0"
44,"1",10,"1","0","4","1",0,0,40,"0","0"
40,"1",2,"2","7","4","0",0,0,45,"0","0"
43,"3",13,"0","3","4","0",15024,0,40,"0","1"
62,"1",8,"0","4","4","0",0,0,48,"3","0"
52,"1",15,"0","9","4","1",3103,0,30,"0","1"
63,"2",14,"1","9","4","0",0,0,70,"0","1"
51,"1",16,"0","9","1","0",0,0,99,"4","0"
25,"1",9,"2","0","1","1",0,0,40,"0","0"
62,"1",10,"0","9","4","0",0,0,40,"0","0"
27,"1",9,"2","11","4","1",0,0,40,"0","0"
48,"0",10,"2","0","4","0",0,0,30,"0","0"
36,"1",10,"0","11","4","0",0,0,45,"0","0"
30,"2",9,"1","2","4","0",0,0,40,"0","0"
45,"3",14,"1","3","4","1",0,0,40,"0","0"
27,"1",9,"0","13","4","0",0,0,50,"0","0"
41,"1",13,"1","7","4","0",0,0,37,"0","0"
61,"1",9,"0","7","2","0",0,0,40,"0","0"
70,"2",13,"1","3","4","1",0,0,55,"0","0"
55,"1",7,"2","6","2","1",0,0,40,"0","0"
35,"1",13,"2","7","4","1",0,0,45,"0","0"
36,"1",11,"0","5","4","0",0,0,38,"0","0"
29,"1",10,"2","12","4","0",0,0,60,"0","0"
30,"1",13,"0","7","4","1",0,0,40,"0","0"
39,"0",13,"1","9","4","1",5455,0,60,"0","0"
28,"1",9,"0","13","2","0",0,0,40,"0","0"
27,"1",13,"0","3","4","0",0,0,45,"0","0"
25,"1",9,"0","13","4","0",0,0,40,"0","1"
25,"1",9,"0","9","4","1",0,0,4,"0","0"
38,"1",7,"2","7","2","1",0,0,40,"0","0"
23,"1",10,"2","4","4","0",0,0,45,"0","0"
40,"1",11,"1","9","4","0",0,0,40,"0","0"
36,"2",9,"0","3","4","0",99999,0,50,"0","1"
44,"1",10,"1","0","4","1",0,0,38,"0","0"
49,"2",13,"0","0","4","0",0,0,40,"0","1"
22,"1",12,"2","0","2","1",0,0,40,"0","0"
47,"1",12,"0","2","4","0",0,0,40,"0","0"
48,"1",9,"1","7","4","1",0,0,25,"0","0"
28,"2",9,"2","3","4","0",0,0,40,"0","0"
37,"0",10,"1","3","4","0",8614,0,55,"0","1"
44,"1",13,"0","9","4","0",0,0,40,"0","0"
20,"1",8,"2","9","2","1",0,0,35,"0","0"
53,"1",13,"0","0","4","0",7298,0,40,"0","1"
36,"1",14,"2","3","4","0",0,0,15,"0","0"
77,"1",4,"0","6","3","0",0,0,30,"0","0"
24,"1",13,"2","0","1","1",0,0,40,"0","0"
51,"3",11,"1","0","4","1",0,0,50,"0","0"
22,"1",10,"1","11","1","1",0,0,30,"1","0"
23,"1",10,"2","11","1","0",0,0,25,"0","0"
47,"1",16,"0","3","4","0",99999,0,50,"0","1"
17,"1",8,"2","11","4","0",0,0,20,"0","0"
48,"1",13,"2","7","4","0",0,0,50,"0","1"
43,"1",10,"0","3","4","0",0,0,40,"0","1"
34,"1",8,"0","2","4","0",0,0,40,"0","0"
19,"1",9,"2","0","4","1",0,0,35,"0","0"
42,"3",10,"2","3","4","1",0,0,40,"0","0"
23,"1",13,"2","3","1","0",0,0,40,"0","0"
61,"2",15,"0","9","4","0",0,0,50,"0","1"
63,"1",7,"0","7","4","0",0,0,30,"0","0"
65,"1",9,"1","11","4","1",0,0,40,"0","0"
37,"1",11,"0","0","4","0",7298,0,40,"0","1"
41,"3",12,"0","12","4","0",0,0,40,"0","1"
35,"1",10,"0","10","2","0",0,0,40,"0","0"
21,"1",9,"1","11","4","1",0,0,40,"0","0"
48,"3",13,"2","0","4","1",0,0,35,"0","0"
51,"3",10,"0","11","4","0",0,1887,40,"0","1"
43,"1",13,"0","11","4","0",0,0,55,"0","0"
22,"3",10,"2","9","4","0",0,0,15,"0","0"
56,"2",10,"0","2","4","0",0,0,60,"0","0"
26,"1",13,"2","0","4","0",0,0,24,"0","0"
39,"1",10,"0","7","4","1",0,0,24,"0","0"
45,"2",10,"2","4","4","0",0,0,75,"0","0"
49,"1",9,"1","7","4","0",0,0,40,"2","0"
69,"1",9,"0","0","4","0",0,0,36,"0","0"
41,"0",14,"0","3","4","0",0,0,60,"0","1"
40,"2",9,"1","3","4","0",0,0,40,"0","0"
52,"1",9,"2","5","4","0",0,0,40,"0","0"
28,"1",10,"2","9","2","1",3325,0,50,"0","0"
50,"0",12,"0","2","4","0",0,0,40,"0","1"
21,"1",11,"2","12","4","1",0,0,30,"0","0"
48,"1",10,"0","11","4","0",0,0,40,"0","1"
27,"1",15,"0","9","4","0",0,0,42,"0","1"
63,"1",9,"0","2","4","0",0,0,30,"0","0"
47,"3",16,"0","9","4","0",0,0,40,"0","1"
37,"2",16,"2","9","4","0",14084,0,45,"0","1"
28,"1",10,"0","11","2","0",0,0,40,"0","0"
41,"1",10,"0","11","4","0",0,0,51,"0","0"
67,"2",10,"0","11","4","0",0,0,40,"0","0"
62,"2",9,"0","11","4","1",0,0,48,"0","0"
28,"1",10,"0","5","4","0",0,0,40,"0","1"
26,"1",8,"2","5","4","0",0,0,40,"0","0"
46,"2",15,"0","9","4","0",0,0,65,"0","1"
39,"1",13,"0","2","1","0",0,0,40,"1","1"
25,"1",14,"2","9","4","1",0,0,35,"0","0"
20,"1",10,"2","11","4","1",0,0,35,"0","0"
25,"1",13,"2","9","4","0",0,0,50,"0","0"
44,"2",15,"0","9","4","0",0,0,50,"0","1"
37,"1",9,"2","0","4","0",0,0,38,"0","0"
50,"1",14,"0","3","1","0",7298,0,40,"1","1"
29,"1",9,"1","0","4","1",0,0,40,"0","0"
18,"1",10,"2","11","2","1",0,0,21,"0","0"
58,"1",11,"1","0","4","1",0,0,60,"0","0"
